SKU ID,SKU Name,Week Start Date,Week Number,Month,Year,Actual Demand Units,Actual Sales Units,Lost Sales Units,Stockout,Is Promotion Week,Revenue CAD,Lost Revenue CAD,Gross Profit CAD,4 Week Moving Average,Unit Price CAD,Unit Cost CAD
NS-CHIP-001,NorthSnack Original Chips 200g,2023-06-19,25,2023-06,2023,1773,1773,0,No,No,6187.77,0.0,4202.01,1849,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-06-26,26,2023-06,2023,1966,1966,0,No,No,6861.34,0.0,4659.42,1776,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-07-03,27,2023-07,2023,1541,1541,0,No,No,5378.09,0.0,3652.17,1751,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-07-10,28,2023-07,2023,1960,906,1054,Yes,No,3161.94,3678.46,2147.22,1810,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-07-17,29,2023-07,2023,2186,285,1901,Yes,No,994.65,6634.49,675.45,1913,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-07-24,30,2023-07,2023,1480,191,1289,Yes,No,666.59,4498.61,452.67,1791,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-07-31,31,2023-07,2023,2046,2046,0,No,No,7140.54,0.0,4849.02,1918,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-08-07,32,2023-08,2023,1965,1965,0,No,No,6857.85,0.0,4657.05,1919,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-08-14,33,2023-08,2023,1999,1999,0,No,No,6976.51,0.0,4737.63,1872,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-08-21,34,2023-08,2023,2140,2140,0,No,No,7468.6,0.0,5071.8,2037,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-08-28,35,2023-08,2023,2207,2207,0,No,No,7702.43,0.0,5230.59,2077,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-09-04,36,2023-09,2023,2782,2782,0,No,Yes,9709.18,0.0,6593.34,2282,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-09-11,37,2023-09,2023,2398,2398,0,No,No,8369.02,0.0,5683.26,2381,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-09-18,38,2023-09,2023,2380,2380,0,No,No,8306.2,0.0,5640.6,2441,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-09-25,39,2023-09,2023,2292,2292,0,No,No,7999.08,0.0,5432.04,2463,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-10-02,40,2023-10,2023,1972,1972,0,No,No,6882.28,0.0,4673.64,2260,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-10-09,41,2023-10,2023,2640,2640,0,No,No,9213.6,0.0,6256.8,2321,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-10-16,42,2023-10,2023,2620,2620,0,No,No,9143.8,0.0,6209.4,2381,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-10-23,43,2023-10,2023,2650,2650,0,No,No,9248.5,0.0,6280.5,2470,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-10-30,44,2023-10,2023,2379,31,2348,Yes,No,108.19,8194.52,73.47,2572,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-11-06,45,2023-11,2023,2213,519,1694,Yes,No,1811.31,5912.06,1230.03,2465,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-11-13,46,2023-11,2023,1657,1657,0,No,No,5782.93,0.0,3927.09,2224,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-11-20,47,2023-11,2023,2201,2201,0,No,No,7681.49,0.0,5216.37,2112,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-11-27,48,2023-11,2023,3414,3414,0,No,Yes,11914.86,0.0,8091.18,2371,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-12-04,49,2023-12,2023,2054,2054,0,No,No,7168.46,0.0,4867.98,2331,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-12-11,50,2023-12,2023,1691,1691,0,No,No,5901.59,0.0,4007.67,2340,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-12-18,51,2023-12,2023,1632,1632,0,No,No,5695.68,0.0,3867.84,2197,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2023-12-25,52,2023-12,2023,2261,2261,0,No,No,7890.89,0.0,5358.57,1909,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-01-01,1,2024-01,2024,2115,2115,0,No,No,7381.35,0.0,5012.55,1924,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-01-08,2,2024-01,2024,1897,1897,0,No,No,6620.53,0.0,4495.89,1976,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-01-15,3,2024-01,2024,1965,1965,0,No,No,6857.85,0.0,4657.05,2059,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-01-22,4,2024-01,2024,1793,1793,0,No,No,6257.57,0.0,4249.41,1942,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-01-29,5,2024-01,2024,1790,1790,0,No,No,6247.1,0.0,4242.3,1861,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-02-05,6,2024-02,2024,1655,1655,0,No,No,5775.95,0.0,3922.35,1800,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-02-12,7,2024-02,2024,1968,1968,0,No,No,6868.32,0.0,4664.16,1801,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-02-19,8,2024-02,2024,2246,2246,0,No,Yes,7838.54,0.0,5323.02,1914,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-02-26,9,2024-02,2024,1525,1525,0,No,No,5322.25,0.0,3614.25,1848,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-03-04,10,2024-03,2024,1467,1467,0,No,No,5119.83,0.0,3476.79,1801,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-03-11,11,2024-03,2024,1264,1264,0,No,No,4411.36,0.0,2995.68,1625,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-03-18,12,2024-03,2024,1509,1509,0,No,No,5266.41,0.0,3576.33,1441,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-03-25,13,2024-03,2024,1556,1556,0,No,No,5430.44,0.0,3687.72,1449,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-04-01,14,2024-04,2024,1514,688,826,Yes,No,2401.12,2882.74,1630.56,1460,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-04-08,15,2024-04,2024,1620,62,1558,Yes,No,216.38,5437.42,146.94,1549,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-04-15,16,2024-04,2024,1178,1178,0,No,No,4111.22,0.0,2791.86,1467,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-04-22,17,2024-04,2024,1455,1455,0,No,No,5077.95,0.0,3448.35,1441,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-04-29,18,2024-04,2024,1277,1277,0,No,No,4456.73,0.0,3026.49,1382,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-05-06,19,2024-05,2024,1647,1647,0,No,No,5748.03,0.0,3903.39,1389,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-05-13,20,2024-05,2024,1581,1581,0,No,No,5517.69,0.0,3746.97,1490,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-05-20,21,2024-05,2024,1562,1562,0,No,No,5451.38,0.0,3701.94,1516,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-05-27,22,2024-05,2024,1907,1907,0,No,Yes,6655.43,0.0,4519.59,1674,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-06-03,23,2024-06,2024,1639,1639,0,No,No,5720.11,0.0,3884.43,1672,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-06-10,24,2024-06,2024,1664,1664,0,No,No,5807.36,0.0,3943.68,1693,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-06-17,25,2024-06,2024,2035,2035,0,No,No,7102.15,0.0,4822.95,1811,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-06-24,26,2024-06,2024,1962,1962,0,No,No,6847.38,0.0,4649.94,1825,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-07-01,27,2024-07,2024,1936,1936,0,No,No,6756.64,0.0,4588.32,1899,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-07-08,28,2024-07,2024,1970,517,1453,Yes,No,1804.33,5070.97,1225.29,1975,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-07-15,29,2024-07,2024,1975,730,1245,Yes,No,2547.7,4345.05,1730.1,1960,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-07-22,30,2024-07,2024,1877,215,1662,Yes,No,750.35,5800.38,509.55,1939,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-07-29,31,2024-07,2024,2096,2096,0,No,No,7315.04,0.0,4967.52,1979,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-08-05,32,2024-08,2024,2101,2101,0,No,No,7332.49,0.0,4979.37,2012,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-08-12,33,2024-08,2024,2599,2599,0,No,No,9070.51,0.0,6159.63,2168,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-08-19,34,2024-08,2024,2203,2203,0,No,No,7688.47,0.0,5221.11,2249,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-08-26,35,2024-08,2024,2181,2181,0,No,No,7611.69,0.0,5168.97,2271,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-09-02,36,2024-09,2024,3539,3539,0,No,Yes,12351.11,0.0,8387.43,2630,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-09-09,37,2024-09,2024,1757,1757,0,No,No,6131.93,0.0,4164.09,2420,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-09-16,38,2024-09,2024,2664,2664,0,No,No,9297.36,0.0,6313.68,2535,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-09-23,39,2024-09,2024,2173,2173,0,No,No,7583.77,0.0,5150.01,2533,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-09-30,40,2024-09,2024,1957,1957,0,No,No,6829.93,0.0,4638.09,2137,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-10-07,41,2024-10,2024,2079,2079,0,No,No,7255.71,0.0,4927.23,2218,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-10-14,42,2024-10,2024,2265,2265,0,No,No,7904.85,0.0,5368.05,2118,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-10-21,43,2024-10,2024,2300,2300,0,No,No,8027.0,0.0,5451.0,2150,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-10-28,44,2024-10,2024,2142,406,1736,Yes,No,1416.94,6058.64,962.22,2196,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-11-04,45,2024-11,2024,2160,590,1570,Yes,No,2059.1,5479.3,1398.3,2216,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-11-11,46,2024-11,2024,2353,2353,0,No,No,8211.97,0.0,5576.61,2238,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-11-18,47,2024-11,2024,2262,2262,0,No,No,7894.38,0.0,5360.94,2229,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-11-25,48,2024-11,2024,3455,3455,0,No,Yes,12057.95,0.0,8188.35,2557,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-12-02,49,2024-12,2024,2117,2117,0,No,No,7388.33,0.0,5017.29,2546,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-12-09,50,2024-12,2024,2056,2056,0,No,No,7175.44,0.0,4872.72,2472,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-12-16,51,2024-12,2024,2048,2048,0,No,No,7147.52,0.0,4853.76,2419,3.49,1.12
NS-CHIP-001,NorthSnack Original Chips 200g,2024-12-23,52,2024-12,2024,2012,2012,0,No,No,7021.88,0.0,4768.44,2058,3.49,1.12
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-01-02,1,2023-01,2023,1132,1132,0,No,No,5648.68,0.0,3554.48,1132,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-01-09,2,2023-01,2023,968,968,0,No,No,4830.32,0.0,3039.52,1050,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-01-16,3,2023-01,2023,992,992,0,No,No,4950.08,0.0,3114.88,1030,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-01-23,4,2023-01,2023,920,920,0,No,No,4590.8,0.0,2888.8,1003,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-01-30,5,2023-01,2023,1727,1727,0,No,Yes,8617.73,0.0,5422.78,1151,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-02-06,6,2023-02,2023,1377,1377,0,No,No,6871.23,0.0,4323.78,1254,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-02-13,7,2023-02,2023,1064,1064,0,No,No,5309.36,0.0,3340.96,1272,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-02-20,8,2023-02,2023,1274,1274,0,No,No,6357.26,0.0,4000.36,1360,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-02-27,9,2023-02,2023,1026,1026,0,No,No,5119.74,0.0,3221.64,1185,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-03-06,10,2023-03,2023,1254,146,1108,Yes,No,728.54,5528.92,458.44,1154,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-03-13,11,2023-03,2023,1348,386,962,Yes,No,1926.14,4800.38,1212.04,1225,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-03-20,12,2023-03,2023,1521,1521,0,No,No,7589.79,0.0,4775.94,1287,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-03-27,13,2023-03,2023,1317,1317,0,No,No,6571.83,0.0,4135.38,1360,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-04-03,14,2023-04,2023,1612,1612,0,No,No,8043.88,0.0,5061.68,1449,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-04-10,15,2023-04,2023,1554,1554,0,No,No,7754.46,0.0,4879.56,1501,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-04-17,16,2023-04,2023,1190,1190,0,No,No,5938.1,0.0,3736.6,1418,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-04-24,17,2023-04,2023,1268,1268,0,No,No,6327.32,0.0,3981.52,1406,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-05-01,18,2023-05,2023,1705,1705,0,No,No,8507.95,0.0,5353.7,1429,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-05-08,19,2023-05,2023,2069,254,1815,Yes,Yes,1267.46,9056.85,797.56,1558,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-05-15,20,2023-05,2023,1069,1,1068,Yes,No,4.99,5329.32,3.14,1527,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-05-22,21,2023-05,2023,1216,1216,0,No,No,6067.84,0.0,3818.24,1514,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-05-29,22,2023-05,2023,1494,1494,0,No,No,7455.06,0.0,4691.16,1462,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-06-05,23,2023-06,2023,1497,1497,0,No,No,7470.03,0.0,4700.58,1319,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-06-12,24,2023-06,2023,1286,1286,0,No,No,6417.14,0.0,4038.04,1373,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-06-19,25,2023-06,2023,1309,1309,0,No,No,6531.91,0.0,4110.26,1396,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-06-26,26,2023-06,2023,1444,1444,0,No,No,7205.56,0.0,4534.16,1384,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-07-03,27,2023-07,2023,1532,1532,0,No,No,7644.68,0.0,4810.48,1392,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-07-10,28,2023-07,2023,1321,1321,0,No,No,6591.79,0.0,4147.94,1401,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-07-17,29,2023-07,2023,1403,1403,0,No,No,7000.97,0.0,4405.42,1425,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-07-24,30,2023-07,2023,1209,1209,0,No,No,6032.91,0.0,3796.26,1366,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-07-31,31,2023-07,2023,1335,1335,0,No,No,6661.65,0.0,4191.9,1317,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-08-07,32,2023-08,2023,1232,1232,0,No,No,6147.68,0.0,3868.48,1294,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-08-14,33,2023-08,2023,2060,881,1179,Yes,Yes,4396.19,5883.21,2766.34,1459,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-08-21,34,2023-08,2023,1385,444,941,Yes,No,2215.56,4695.59,1394.16,1503,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-08-28,35,2023-08,2023,1274,1274,0,No,No,6357.26,0.0,4000.36,1487,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-09-04,36,2023-09,2023,1201,1201,0,No,No,5992.99,0.0,3771.14,1480,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-09-11,37,2023-09,2023,1350,1350,0,No,No,6736.5,0.0,4239.0,1302,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-09-18,38,2023-09,2023,1102,1102,0,No,No,5498.98,0.0,3460.28,1231,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-09-25,39,2023-09,2023,998,998,0,No,No,4980.02,0.0,3133.72,1162,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-10-02,40,2023-10,2023,1072,1072,0,No,No,5349.28,0.0,3366.08,1130,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-10-09,41,2023-10,2023,1135,1135,0,No,No,5663.65,0.0,3563.9,1076,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-10-16,42,2023-10,2023,1100,1100,0,No,No,5489.0,0.0,3454.0,1076,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-10-23,43,2023-10,2023,1046,1046,0,No,No,5219.54,0.0,3284.44,1088,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-10-30,44,2023-10,2023,918,918,0,No,No,4580.82,0.0,2882.52,1049,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-11-06,45,2023-11,2023,918,918,0,No,No,4580.82,0.0,2882.52,995,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-11-13,46,2023-11,2023,1219,445,774,Yes,Yes,2220.55,3862.26,1397.3,1025,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-11-20,47,2023-11,2023,1166,1166,0,No,No,5818.34,0.0,3661.24,1055,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-11-27,48,2023-11,2023,1245,1245,0,No,No,6212.55,0.0,3909.3,1137,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-12-04,49,2023-12,2023,1130,1130,0,No,No,5638.7,0.0,3548.2,1190,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-12-11,50,2023-12,2023,1063,1063,0,No,No,5304.37,0.0,3337.82,1151,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-12-18,51,2023-12,2023,841,841,0,No,No,4196.59,0.0,2640.74,1069,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2023-12-25,52,2023-12,2023,850,850,0,No,No,4241.5,0.0,2669.0,971,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-01-01,1,2024-01,2024,1181,1181,0,No,No,5893.19,0.0,3708.34,983,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-01-08,2,2024-01,2024,1141,1141,0,No,No,5693.59,0.0,3582.74,1003,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-01-15,3,2024-01,2024,1176,1176,0,No,No,5868.24,0.0,3692.64,1087,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-01-22,4,2024-01,2024,1149,1149,0,No,No,5733.51,0.0,3607.86,1161,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-01-29,5,2024-01,2024,1318,1318,0,No,Yes,6576.82,0.0,4138.52,1196,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-02-05,6,2024-02,2024,984,984,0,No,No,4910.16,0.0,3089.76,1156,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-02-12,7,2024-02,2024,1345,1345,0,No,No,6711.55,0.0,4223.3,1199,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-02-19,8,2024-02,2024,1244,1244,0,No,No,6207.56,0.0,3906.16,1222,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-02-26,9,2024-02,2024,1286,1286,0,No,No,6417.14,0.0,4038.04,1214,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-03-04,10,2024-03,2024,1341,13,1328,Yes,No,64.87,6626.72,40.82,1304,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-03-11,11,2024-03,2024,1296,646,650,Yes,No,3223.54,3243.5,2028.44,1291,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-03-18,12,2024-03,2024,1251,1251,0,No,No,6242.49,0.0,3928.14,1293,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-03-25,13,2024-03,2024,1544,1544,0,No,No,7704.56,0.0,4848.16,1358,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-04-01,14,2024-04,2024,1389,1389,0,No,No,6931.11,0.0,4361.46,1370,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-04-08,15,2024-04,2024,1599,1599,0,No,No,7979.01,0.0,5020.86,1445,4.99,1.85
